kind,a,b,c,d,e,f,g,h
pp_header,variant,initiator,responder,ns_one_way,cycles_one_way,ci95_lo,ci95_hi
sf,"str x / ldr w (low half)",5.499,2.250
sf,"str x / ldr w (high half, +4)",5.499,2.250
sf,"str x / ldrb (byte 0)",5.499,2.250
sf,"str x / ldrb (byte 7)",10.558,2.250
sf,"str x / ldrh (bytes 2-3)",10.558,2.250
sf,"str w / ldr w (same address)",5.499,2.250
sf,"str w / ldr x (load larger than store)",5.499,2.250
sf,"strb / ldr x (load larger than store)",10.522,2.250
sf,"str x [p] / ldr x [p+4] (straddles the store)",5.499,2.250
sf,"stp x,x / ldr x (first half)",6.352,2.250
sf,"stp x,x / ldr x (second half)",6.359,2.250
sf,"str w [p], str w [p+4] / ldr x [p] (two stores, one load)",5.306,3.250
sf,"str x / ldr x at +4 (misaligned within a line)",5.500,2.250
sf,"str x / ldr x at +60 (crosses a 64-byte line)",7.140,2.250
sf,"str x / ldr x crossing a 16 KiB page",15.834,2.250
sf,"str q / ldr q (same address)",6.803,2.250
sf,"str q / ldr d (low half)",6.785,2.250
sf,"str q / ldr d (high half)",6.798,2.250
sf,"str d / ldr q (load larger than store)",5.507,2.250
sf,"str q / ldr q at +8 (misaligned 16 B)",5.605,2.250
sf,"str q / ldr q at +56 (crosses a 64-byte line)",8.507,2.250
unal_header,kind,size,layout,offset,cycles_per_access,l1d_cache_per_access,l1d_tlb_per_access,mem_access_per_access
unal,load,8,line,0,1.0007,1.0001,1.0001,1.0001
unal,load,8,line,1,1.0006,1.0001,1.0001,1.0001
unal,load,8,line,4,1.0007,1.0001,1.0001,1.0001
unal,load,8,line,7,1.0007,1.0001,1.0001,1.0001
unal,load,8,line,8,1.0006,1.0001,1.0001,1.0001
unal,load,8,line,9,1.0007,1.0001,1.0001,1.0001
unal,load,8,line,12,1.0006,1.0001,1.0001,1.0001
unal,load,8,line,15,1.0007,1.0001,1.0001,1.0001
unal,load,8,line,16,1.0006,1.0001,1.0001,1.0001
unal,load,8,line,24,1.0006,1.0001,1.0001,1.0001
unal,load,8,line,28,1.0007,1.0001,1.0001,1.0001
unal,load,8,line,31,1.0007,1.0001,1.0001,1.0001
unal,load,8,line,32,1.0007,1.0001,1.0001,1.0001
unal,load,8,line,48,1.0007,1.0001,1.0001,1.0001
unal,load,8,line,56,1.0006,1.0001,1.0001,1.0001
unal,load,8,line,57,1.0776,1.0001,1.0001,1.0001
unal,load,8,line,60,1.0009,1.0001,1.0001,1.0001
unal,load,8,line,63,1.0010,1.0001,1.0001,1.0001
unal,load,8,4k,4,1.6996,1.0001,1.0001,1.0001
unal,load,8,page,4,1.0008,1.0001,1.0001,1.0001
unal,store,8,line,0,1.5004,1.0001,1.0001,1.0001
unal,store,8,line,1,1.7862,1.0001,1.0001,1.0001
unal,store,8,line,4,1.5005,1.0001,1.0001,1.0001
unal,store,8,line,7,1.7862,1.0001,1.0001,1.0001
unal,store,8,line,8,1.5005,1.0001,1.0001,1.0001
unal,store,8,line,9,3.4003,1.0001,1.0001,1.0001
unal,store,8,line,12,1.0006,1.0001,1.0001,1.0001
unal,store,8,line,15,3.4004,1.0001,1.0001,1.0001
unal,store,8,line,16,1.5005,1.0001,1.0001,1.0001
unal,store,8,line,24,1.5005,1.0001,1.0001,1.0001
unal,store,8,line,28,2.0005,1.0001,1.0001,1.0001
unal,store,8,line,31,3.6003,1.0001,1.0001,1.0001
unal,store,8,line,32,1.5005,1.0001,1.0001,1.0001
unal,store,8,line,48,1.5005,1.0001,1.0001,1.0001
unal,store,8,line,56,1.5005,1.0001,1.0001,1.0001
unal,store,8,line,57,4.0004,1.0001,1.0001,1.0001
unal,store,8,line,60,2.0005,1.0001,1.0001,1.0001
unal,store,8,line,63,4.0004,1.0001,1.0001,1.0001
unal,store,8,4k,4,11.0014,2.0096,2.0096,2.0096
unal,store,8,page,4,12.0005,2.3334,2.3334,2.3334
unal,load,16,line,0,1.0006,1.0001,1.0001,1.0001
unal,load,16,line,1,1.0776,1.0001,1.0001,1.0001
unal,load,16,line,4,1.0007,1.0001,1.0001,1.0001
unal,load,16,line,8,1.0007,1.0001,1.0001,1.0001
unal,load,16,line,12,1.0006,1.0001,1.0001,1.0001
unal,load,16,line,15,1.0393,1.0001,1.0001,1.0001
unal,load,16,line,16,1.0007,1.0001,1.0001,1.0001
unal,load,16,line,24,1.0007,1.0001,1.0001,1.0001
unal,load,16,line,32,1.0007,1.0001,1.0001,1.0001
unal,load,16,line,40,1.0007,1.0001,1.0001,1.0001
unal,load,16,line,48,1.0007,1.0001,1.0001,1.0001
unal,load,16,line,49,1.0776,1.0001,1.0001,1.0001
unal,load,16,line,56,1.0776,1.0001,1.0001,1.0001
unal,load,16,line,60,1.0776,1.0001,1.0001,1.0001
unal,load,16,line,63,1.0776,1.0001,1.0001,1.0001
unal,load,16,4k,8,1.6996,1.0001,1.0001,1.0001
unal,load,16,page,8,1.0008,1.0001,1.0001,1.0001
unal,store,16,line,0,1.0006,1.0001,1.0001,1.0001
unal,store,16,line,1,3.4003,1.0001,1.0001,1.0001
unal,store,16,line,4,1.0006,1.0001,1.0001,1.0001
unal,store,16,line,8,1.0006,1.0001,1.0001,1.0001
unal,store,16,line,12,1.0006,1.0001,1.0001,1.0001
unal,store,16,line,15,3.4003,1.0001,1.0001,1.0001
unal,store,16,line,16,1.0006,1.0001,1.0001,1.0001
unal,store,16,line,24,2.0005,1.0001,1.0001,1.0001
unal,store,16,line,32,1.0006,1.0001,1.0001,1.0001
unal,store,16,line,40,1.0006,1.0001,1.0001,1.0001
unal,store,16,line,48,1.0006,1.0001,1.0001,1.0001
unal,store,16,line,49,4.0003,1.0001,1.0001,1.0001
unal,store,16,line,56,2.0005,1.0001,1.0001,1.0001
unal,store,16,line,60,2.0005,1.0001,1.0001,1.0001
unal,store,16,line,63,4.0004,1.0001,1.0001,1.0001
unal,store,16,4k,8,11.0011,2.0002,2.0002,2.0002
unal,store,16,page,8,11.0010,2.0002,2.0002,2.0002
